TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-22,0.11660640,0.10879687,-0.09451698,1.10865911,1.53602858,1.23370845,-0.06016780,-0.03634862,0.06547792,0.15125575,0.49899278,0.10733414,25.00000000,284.00000000,0.88110027
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-22,0.11648655,0.10879033,-0.09453445,1.10769330,1.53455484,1.23221277,-0.06017926,-0.03648861,0.06538972,0.15116019,0.49899278,0.10733414,25.00000000,284.00000000,0.88110027
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-22,0.11624688,0.10877731,-0.09456937,1.10576052,1.53160710,1.22922340,-0.06020219,-0.03676855,0.06521334,0.15096907,0.49899278,0.10733414,25.00000000,284.00000000,0.88110027
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-22,0.11475590,0.11039114,-0.09459253,1.07861220,1.49301759,1.21316037,-0.06059998,-0.03950694,0.06381939,0.14911613,0.47417454,0.10199570,25.00000000,284.00000000,0.88464951
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-22,0.11464220,0.11038313,-0.09459253,1.07772155,1.49165727,1.21195839,-0.06059998,-0.03960644,0.06374120,0.14903025,0.47417454,0.10199570,25.00000000,284.00000000,0.88464951
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-22,0.11441483,0.11036720,-0.09462232,1.07593916,1.48893639,1.20917378,-0.06059998,-0.03980541,0.06358484,0.14885850,0.47417454,0.10199570,25.00000000,284.00000000,0.88464951
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-22,0.11497214,0.11218112,-0.09712677,1.06498771,1.47203405,1.18373278,-0.05916072,-0.04388728,0.06280636,0.14950289,0.40075215,0.08620242,19.00000000,287.00000000,0.88553682
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-22,0.11487603,0.11217506,-0.09717481,1.06424006,1.47090252,1.18215851,-0.05917169,-0.04395795,0.06273972,0.14942417,0.40075215,0.08620242,19.00000000,287.00000000,0.88642413
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-22,0.11468382,0.11216300,-0.09727089,1.06274394,1.46863929,1.17901484,-0.05919362,-0.04409929,0.06260643,0.14926673,0.40075215,0.08620242,19.00000000,287.00000000,0.88642413
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-22,0.11563241,0.10965621,-0.09552254,1.09256096,1.51085729,1.21052482,-0.06063080,-0.03718418,0.06450366,0.15033346,0.50879116,0.10944179,26.00000000,284.00000000,0.88110027
60/120/240,0.12000000,0.60000000,10,2022-01-28,2026-09-22,0.11551031,0.10964859,-0.09552254,1.09159134,1.50938259,1.20924664,-0.06063080,-0.03730994,0.06441499,0.15023339,0.50879116,0.10944179,26.00000000,284.00000000,0.88110027
60/120/240,0.12000000,0.60000000,20,2022-01-28,2026-09-22,0.11526615,0.10963343,-0.09552254,1.08965094,1.50643285,1.20669061,-0.06063080,-0.03756141,0.06423766,0.15003326,0.50879116,0.10944179,26.00000000,284.00000000,0.88198758
60/120/240,0.12000000,0.70000000,5,2022-01-28,2026-09-22,0.11550080,0.11081161,-0.09532923,1.08121076,1.49608507,1.21159901,-0.05894344,-0.04082025,0.06432076,0.15038940,0.44282005,0.09525130,22.00000000,284.00000000,0.88198758
60/120/240,0.12000000,0.70000000,10,2022-01-28,2026-09-22,0.11539455,0.11080483,-0.09537969,1.08037620,1.49481818,1.20984403,-0.05895291,-0.04089958,0.06424629,0.15028402,0.44282005,0.09525130,22.00000000,284.00000000,0.88198758
60/120/240,0.12000000,0.70000000,20,2022-01-28,2026-09-22,0.11518207,0.11079135,-0.09548061,1.07870609,1.49228411,1.20633991,-0.05897184,-0.04105824,0.06409736,0.15007328,0.44282005,0.09525130,22.00000000,284.00000000,0.88198758
60/120/240,0.12000000,0.80000000,5,2022-01-28,2026-09-22,0.11689666,0.11304382,-0.09790019,1.07358152,1.48856714,1.19403914,-0.06018381,-0.04472191,0.06400092,0.15203705,0.40176903,0.08642116,24.00000000,287.00000000,0.88642413
