TRADE_DATE,510300,512890,513500,513100,588000,518880,511010
2023-07-12,3.611000,0.922000,1.506000,1.102000,1.030000,4.371000,127.707000
2023-07-13,3.674000,0.933000,1.516000,1.118000,1.039000,4.408000,127.689000
2023-07-14,3.672000,0.937000,1.513000,1.126000,1.036000,4.388000,127.648000
2023-07-17,3.644000,0.930000,1.521000,1.132000,1.028000,4.406000,127.740000
2023-07-18,3.638000,0.928000,1.528000,1.142000,1.025000,4.422000,127.822000
2023-07-19,3.636000,0.935000,1.552000,1.163000,1.019000,4.473000,127.856000
2023-07-20,3.608000,0.929000,1.541000,1.147000,1.007000,4.470000,127.853000
2023-07-21,3.610000,0.928000,1.536000,1.128000,1.000000,4.453000,127.986000
2023-07-24,3.593000,0.930000,1.541000,1.132000,0.995000,4.442000,128.022000
2023-07-25,3.705000,0.947000,1.538000,1.128000,1.009000,4.420000,127.691000
2023-07-26,3.696000,0.945000,1.541000,1.131000,1.006000,4.439000,127.715000
2023-07-27,3.692000,0.947000,1.545000,1.141000,0.997000,4.448000,127.827000
2023-07-28,3.788000,0.963000,1.534000,1.134000,1.007000,4.404000,127.736000
2023-07-31,3.804000,0.969000,1.539000,1.149000,1.015000,4.409000,127.617000
2023-08-01,3.786000,0.969000,1.549000,1.153000,1.014000,4.426000,127.711000
2023-08-02,3.757000,0.959000,1.537000,1.137000,1.012000,4.425000,127.716000
2023-08-03,3.793000,0.961000,1.523000,1.118000,1.015000,4.406000,127.773000
2023-08-04,3.814000,0.962000,1.526000,1.128000,1.021000,4.401000,127.817000
2023-08-07,3.783000,0.953000,1.518000,1.118000,1.014000,4.410000,127.873000
2023-08-08,3.768000,0.957000,1.529000,1.120000,1.010000,4.414000,127.900000
2023-08-09,3.760000,0.950000,1.529000,1.119000,1.001000,4.411000,127.925000
2023-08-10,3.765000,0.950000,1.521000,1.109000,1.003000,4.396000,127.874000
2023-08-11,3.670000,0.940000,1.522000,1.110000,0.983000,4.415000,127.912000
2023-08-14,3.643000,0.938000,1.525000,1.103000,0.974000,4.421000,127.978000
2023-08-15,3.639000,0.944000,1.541000,1.124000,0.960000,4.431000,128.251000
2023-08-16,3.609000,0.939000,1.524000,1.112000,0.944000,4.433000,128.322000
2023-08-17,3.622000,0.938000,1.515000,1.104000,0.954000,4.429000,128.280000
2023-08-18,3.572000,0.936000,1.497000,1.083000,0.950000,4.421000,128.347000
2023-08-21,3.520000,0.929000,1.503000,1.086000,0.936000,4.438000,128.468000
2023-08-22,3.543000,0.942000,1.509000,1.104000,0.946000,4.431000,128.394000
2023-08-23,3.488000,0.939000,1.510000,1.104000,0.922000,4.452000,128.381000
2023-08-24,3.511000,0.935000,1.532000,1.134000,0.929000,4.464000,128.350000
2023-08-25,3.504000,0.934000,1.501000,1.091000,0.912000,4.448000,128.287000
2023-08-28,3.557000,0.945000,1.515000,1.105000,0.922000,4.450000,128.122000
2023-08-29,3.579000,0.946000,1.524000,1.111000,0.970000,4.462000,127.960000
2023-08-30,3.578000,0.937000,1.545000,1.135000,0.988000,4.477000,128.213000
2023-08-31,3.559000,0.932000,1.553000,1.140000,0.987000,4.494000,128.239000
2023-09-01,3.582000,0.937000,1.544000,1.139000,0.980000,4.489000,128.098000
