TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-16,0.11373101,0.10886704,-0.09451938,1.08340038,1.49947184,1.20325600,-0.06016950,-0.03636140,0.06545058,0.15109436,0.49903093,0.10772299,25.00000000,284.00000000,0.88067676
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-16,0.11361104,0.10886046,-0.09453686,1.08243022,1.49799632,1.20176448,-0.06018098,-0.03650140,0.06536238,0.15099233,0.49903093,0.10772299,25.00000000,284.00000000,0.88067676
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-16,0.11337112,0.10884739,-0.09457181,1.08048877,1.49504506,1.19878342,-0.06020394,-0.03678134,0.06518600,0.15078828,0.49903093,0.10772299,25.00000000,284.00000000,0.88067676
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-16,0.11183254,0.11046653,-0.09459709,1.05324681,1.45643494,1.18219850,-0.06060275,-0.03951872,0.06379374,0.14899763,0.47423704,0.10237088,25.00000000,284.00000000,0.88423865
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-16,0.11171872,0.11045850,-0.09459709,1.05235168,1.45507241,1.18099532,-0.06060275,-0.03961821,0.06371555,0.14891174,0.47423704,0.10237088,25.00000000,284.00000000,0.88423865
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-16,0.11149111,0.11044249,-0.09463066,1.05056034,1.45234712,1.17817121,-0.06060275,-0.03981718,0.06355918,0.14873998,0.47423704,0.10237088,25.00000000,284.00000000,0.88423865
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-16,0.11197559,0.11225903,-0.09713430,1.03941135,1.43524320,1.15279138,-0.05916238,-0.04389815,0.06278091,0.14934264,0.40082285,0.08652337,19.00000000,287.00000000,0.88512912
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-16,0.11187938,0.11225294,-0.09718236,1.03866008,1.43410987,1.15123136,-0.05917337,-0.04396882,0.06271426,0.14926391,0.40082285,0.08652337,19.00000000,287.00000000,0.88601959
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-16,0.11168697,0.11224083,-0.09727846,1.03715674,1.43184302,1.14811616,-0.05919535,-0.04411016,0.06258095,0.14910647,0.40082285,0.08652337,19.00000000,287.00000000,0.88601959
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-16,0.11273519,0.10973049,-0.09552528,1.06726764,1.47439188,1.18016077,-0.06063207,-0.03719648,0.06447664,0.15030121,0.50882500,0.10983718,26.00000000,284.00000000,0.88067676
60/120/240,0.12000000,0.60000000,10,2022-01-28,2026-09-16,0.11261297,0.10972284,-0.09552528,1.06629346,1.47291507,1.17888134,-0.06063207,-0.03732223,0.06438797,0.15020090,0.50882500,0.10983718,26.00000000,284.00000000,0.88067676
60/120/240,0.12000000,0.60000000,20,2022-01-28,2026-09-16,0.11236857,0.10970760,-0.09552528,1.06434394,1.46996112,1.17632281,-0.06063207,-0.03757370,0.06421064,0.15000030,0.50882500,0.10983718,26.00000000,284.00000000,0.88156723
60/120/240,0.12000000,0.70000000,5,2022-01-28,2026-09-16,0.11255348,0.11088817,-0.09533786,1.05574469,1.45937635,1.18057481,-0.05894630,-0.04083203,0.06429445,0.15025688,0.44287376,0.09560066,22.00000000,284.00000000,0.88156723
60/120/240,0.12000000,0.70000000,10,2022-01-28,2026-09-16,0.11244712,0.11088136,-0.09538834,1.05490611,1.45810748,1.17883504,-0.05895580,-0.04091136,0.06421997,0.15016803,0.44287376,0.09560066,22.00000000,284.00000000,0.88156723
60/120/240,0.12000000,0.70000000,20,2022-01-28,2026-09-16,0.11223442,0.11086782,-0.09548930,1.05322800,1.45556948,1.17536131,-0.05897478,-0.04107002,0.06407104,0.14999036,0.44287376,0.09560066,22.00000000,284.00000000,0.88156723
60/120/240,0.12000000,0.80000000,5,2022-01-28,2026-09-16,0.11384662,0.11311908,-0.09790808,1.04781799,1.45136497,1.16279086,-0.06018437,-0.04473280,0.06397744,0.15190615,0.40182945,0.08674066,24.00000000,287.00000000,0.88601959
60/120/240,0.12000000,0.80000000,10,2022-01-28,2026-09-16,0.11375000,0.11311156,-0.09795234,1.04708276,1.45023792,1.16127901,-0.06019361,-0.04480186,0.06391052,0.15180330,0.40182945,0.08674066,24.00000000,287.00000000,0.88601959
60/120/240,0.12000000,0.80000000,20,2022-01-28,2026-09-16,0.11355679,0.11309655,-0.09804088,1.04561155,1.44798368,1.15825965,-0.06021210,-0.04493998,0.06377669,0.15159763,0.40182945,0.08674066,24.00000000,287.00000000,0.88601959
60/120/240,0.14000000,0.60000000,5,2022-01-28,2026-09-16,0.11352477,0.11029704,-0.09491138,1.06903503,1.47894417,1.19611328,-0.05992892,-0.03930402,0.06477239,0.15052659,0.44612725,0.09630297,25.00000000,284.00000000,0.88245770
