TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-08,0.11624197,0.10902019,-0.09451938,1.10416423,1.52845752,1.22982158,-0.06016950,-0.03636140,0.06545058,0.15123455,0.49903093,0.10823474,25.00000000,284.00000000,0.88003581
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-08,0.11612116,0.10901359,-0.09453686,1.10319129,1.52697515,1.22831625,-0.06018098,-0.03650140,0.06536238,0.15113898,0.49903093,0.10823474,25.00000000,284.00000000,0.88003581
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-08,0.11587956,0.10900049,-0.09457181,1.10124427,1.52401018,1.22530758,-0.06020394,-0.03678134,0.06518600,0.15094787,0.49903093,0.10823474,25.00000000,284.00000000,0.88003581
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-08,0.11432937,0.11062883,-0.09459709,1.07358155,1.48479830,1.20859283,-0.06060275,-0.03951872,0.06379374,0.14909568,0.47423704,0.10285720,25.00000000,284.00000000,0.88361683
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-08,0.11421475,0.11062077,-0.09459709,1.07268421,1.48342990,1.20738121,-0.06060275,-0.03961821,0.06371555,0.14900979,0.47423704,0.10285720,25.00000000,284.00000000,0.88361683
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-08,0.11398555,0.11060472,-0.09463066,1.07088844,1.48069284,1.20453090,-0.06060275,-0.03981718,0.06355918,0.14883801,0.47423704,0.10285720,25.00000000,284.00000000,0.88361683
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-08,0.11451789,0.11242635,-0.09713430,1.05977795,1.46361367,1.17896447,-0.05916238,-0.04389815,0.06278091,0.14948428,0.40082285,0.08693441,19.00000000,287.00000000,0.88451209
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-08,0.11442100,0.11242025,-0.09718236,1.05902472,1.46247541,1.17738453,-0.05917337,-0.04396882,0.06271426,0.14940555,0.40082285,0.08693441,19.00000000,287.00000000,0.88540734
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-08,0.11422724,0.11240810,-0.09727846,1.05751744,1.46019872,1.17422956,-0.05919535,-0.04411016,0.06258095,0.14924809,0.40082285,0.08693441,19.00000000,287.00000000,0.88540734
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-08,0.11524708,0.10989135,-0.09552528,1.08784517,1.50307666,1.20645637,-0.06063207,-0.03719648,0.06447664,0.15031096,0.50882500,0.11035898,26.00000000,284.00000000,0.88003581
