TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-09,0.11624329,0.10897141,-0.09451938,1.10430458,1.52865161,1.22983553,-0.06016950,-0.03636140,0.06545058,0.15127978,0.49903093,0.10817051,25.00000000,284.00000000,0.88014311
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-09,0.11612255,0.10896482,-0.09453686,1.10333212,1.52716989,1.22833095,-0.06018098,-0.03650140,0.06536238,0.15118421,0.49903093,0.10817051,25.00000000,284.00000000,0.88014311
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-09,0.11588109,0.10895171,-0.09457181,1.10138604,1.52420619,1.22532379,-0.06020394,-0.03678134,0.06518600,0.15099309,0.49903093,0.10817051,25.00000000,284.00000000,0.88014311
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-09,0.11433413,0.11057932,-0.09459709,1.07374592,1.48502537,1.20864315,-0.06060275,-0.03951872,0.06379374,0.14928743,0.47423704,0.10279616,25.00000000,284.00000000,0.88372093
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-09,0.11421958,0.11057126,-0.09459709,1.07284903,1.48365756,1.20743225,-0.06060275,-0.03961821,0.06371555,0.14920152,0.47423704,0.10279616,25.00000000,284.00000000,0.88372093
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-09,0.11399051,0.11055522,-0.09463066,1.07105417,1.48092171,1.20458335,-0.06060275,-0.03981718,0.06355918,0.14902312,0.47423704,0.10279616,25.00000000,284.00000000,0.88372093
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-09,0.11453362,0.11237603,-0.09713430,1.06003034,1.46396181,1.17912642,-0.05916238,-0.04389815,0.06278091,0.14962331,0.40082285,0.08688281,19.00000000,287.00000000,0.88461538
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-09,0.11443679,0.11236993,-0.09718236,1.05927749,1.46282405,1.17754697,-0.05917337,-0.04396882,0.06271426,0.14953257,0.40082285,0.08688281,19.00000000,287.00000000,0.88550984
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-09,0.11424314,0.11235779,-0.09727846,1.05777096,1.46054835,1.17439300,-0.05919535,-0.04411016,0.06258095,0.14935111,0.40082285,0.08688281,19.00000000,287.00000000,0.88550984
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-09,0.11525402,0.10984217,-0.09552528,1.08803058,1.50333254,1.20652898,-0.06063207,-0.03719648,0.06447664,0.15033057,0.50882500,0.11029348,26.00000000,284.00000000,0.88014311
60/120/240,0.12000000,0.60000000,10,2022-01-28,2026-09-09,0.11513102,0.10983450,-0.09552528,1.08705431,1.50184984,1.20524133,-0.06063207,-0.03732223,0.06438797,0.15022685,0.50882500,0.11029348,26.00000000,284.00000000,0.88014311
60/120/240,0.12000000,0.60000000,20,2022-01-28,2026-09-09,0.11488504,0.10981923,-0.09552528,1.08510060,1.49888411,1.20266636,-0.06063207,-0.03757370,0.06421064,0.15001941,0.50882500,0.11029348,26.00000000,284.00000000,0.88103757
60/120/240,0.12000000,0.70000000,5,2022-01-28,2026-09-09,0.11508887,0.11100198,-0.09533786,1.07642746,1.48822074,1.20716855,-0.05894630,-0.04083203,0.06429445,0.15037468,0.44287376,0.09599782,22.00000000,284.00000000,0.88103757
