TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-10,0.11586235,0.10892759,-0.09451938,1.10113000,1.52424563,1.22580526,-0.06016950,-0.03636140,0.06545058,0.15132501,0.49903093,0.10810635,25.00000000,284.00000000,0.88025022
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-10,0.11574172,0.10892100,-0.09453686,1.10015786,1.52276475,1.22430262,-0.06018098,-0.03650140,0.06536238,0.15122944,0.49903093,0.10810635,25.00000000,284.00000000,0.88025022
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-10,0.11550049,0.10890790,-0.09457181,1.09821245,1.51980275,1.22129934,-0.06020394,-0.03678134,0.06518600,0.15103831,0.49903093,0.10810635,25.00000000,284.00000000,0.88025022
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-10,0.11396000,0.11053473,-0.09459709,1.07066835,1.48075813,1.20468816,-0.06060275,-0.03951872,0.06379374,0.14947917,0.47423704,0.10273519,25.00000000,284.00000000,0.88382484
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-10,0.11384556,0.11052667,-0.09459709,1.06977172,1.47939105,1.20347839,-0.06060275,-0.03961821,0.06371555,0.14939325,0.47423704,0.10273519,25.00000000,284.00000000,0.88382484
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-10,0.11361670,0.11051064,-0.09463066,1.06797738,1.47665665,1.20063313,-0.06060275,-0.03981718,0.06355918,0.14920824,0.47423704,0.10273519,25.00000000,284.00000000,0.88382484
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-10,0.11414582,0.11233089,-0.09713430,1.05688686,1.45960916,1.17513396,-0.05916238,-0.04389815,0.06278091,0.14976233,0.40082285,0.08683128,19.00000000,287.00000000,0.88471850
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-10,0.11404908,0.11232479,-0.09718236,1.05613424,1.45847202,1.17355743,-0.05917337,-0.04396882,0.06271426,0.14965959,0.40082285,0.08683128,19.00000000,287.00000000,0.88561215
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-10,0.11385561,0.11231265,-0.09727846,1.05462819,1.45619756,1.17040926,-0.05919535,-0.04411016,0.06258095,0.14945413,0.40082285,0.08683128,19.00000000,287.00000000,0.88561215
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-10,0.11488514,0.10979784,-0.09552528,1.08498100,1.49910903,1.20266738,-0.06063207,-0.03719648,0.06447664,0.15035019,0.50882500,0.11022806,26.00000000,284.00000000,0.88025022
60/120/240,0.12000000,0.60000000,10,2022-01-28,2026-09-10,0.11476225,0.10979017,-0.09552528,1.08400504,1.49762714,1.20138092,-0.06063207,-0.03732223,0.06438797,0.15024281,0.50882500,0.11022806,26.00000000,284.00000000,0.88025022
60/120/240,0.12000000,0.60000000,20,2022-01-28,2026-09-10,0.11451650,0.10977490,-0.09552528,1.08205196,1.49466302,1.19880833,-0.06063207,-0.03757370,0.06421064,0.15002808,0.50882500,0.11022806,26.00000000,284.00000000,0.88114388
60/120/240,0.12000000,0.70000000,5,2022-01-28,2026-09-10,0.11470876,0.11095733,-0.09533786,1.07331298,1.48390379,1.20318159,-0.05894630,-0.04083203,0.06429445,0.15037474,0.44287376,0.09594088,22.00000000,284.00000000,0.88114388
60/120/240,0.12000000,0.70000000,10,2022-01-28,2026-09-10,0.11460182,0.11095050,-0.09538834,1.07247291,1.48263065,1.20142372,-0.05895580,-0.04091136,0.06421997,0.15028576,0.44287376,0.09594088,22.00000000,284.00000000,0.88114388
60/120/240,0.12000000,0.70000000,20,2022-01-28,2026-09-10,0.11438795,0.11093693,-0.09548930,1.07079178,1.48008408,1.19791385,-0.05897478,-0.04107002,0.06407104,0.15010806,0.44287376,0.09594088,22.00000000,284.00000000,0.88114388
60/120/240,0.12000000,0.80000000,5,2022-01-28,2026-09-10,0.11601267,0.11318907,-0.09790808,1.06510755,1.47553727,1.18491417,-0.06018437,-0.04473280,0.06397744,0.15222585,0.40182945,0.08704934,24.00000000,287.00000000,0.88561215
60/120/240,0.12000000,0.80000000,10,2022-01-28,2026-09-10,0.11591552,0.11318152,-0.09795234,1.06437120,1.47440652,1.18338689,-0.06019361,-0.04480186,0.06391052,0.15212297,0.40182945,0.08704934,24.00000000,287.00000000,0.88561215
60/120/240,0.12000000,0.80000000,20,2022-01-28,2026-09-10,0.11572124,0.11316649,-0.09804088,1.06289773,1.47214488,1.18033670,-0.06021210,-0.04493998,0.06377669,0.15191723,0.40182945,0.08704934,24.00000000,287.00000000,0.88561215
60/120/240,0.14000000,0.60000000,5,2022-01-28,2026-09-10,0.11568540,0.11036057,-0.09491138,1.08676788,1.50371569,1.21887800,-0.05992892,-0.03930402,0.06477239,0.15072047,0.44612725,0.09664569,25.00000000,284.00000000,0.88203753
60/120/240,0.14000000,0.60000000,10,2022-01-28,2026-09-10,0.11557757,0.11035371,-0.09492126,1.08591789,1.50241981,1.21761525,-0.05993918,-0.03940991,0.06469199,0.15062999,0.44612725,0.09664569,25.00000000,284.00000000,0.88203753
60/120/240,0.14000000,0.60000000,20,2022-01-28,2026-09-10,0.11536195,0.11034004,-0.09494101,1.08421697,1.49982791,1.21509078,-0.05995969,-0.03962167,0.06453119,0.15044905,0.44612725,0.09664569,25.00000000,284.00000000,0.88382484
60/120/240,0.14000000,0.70000000,5,2022-01-28,2026-09-10,0.11570274,0.11116015,-0.09538118,1.07989393,1.49451863,1.21305624,-0.05969383,-0.04123316,0.06415428,0.15152934,0.43688077,0.09464260,23.00000000,284.00000000,0.88114388
