TREND_WINDOWS,TARGET_VOL,CORE_RATIO,COST_BP,EVALUATION_START,EVALUATION_END,CAGR,ANNUAL_VOLATILITY,MAX_DRAWDOWN,SHARPE,SORTINO,CALMAR,WORST_MONTH,WORST_YEAR,ROLLING_3Y_CAGR_MIN,ROLLING_3Y_CAGR_MEDIAN,TOTAL_TURNOVER,ANNUALIZED_TURNOVER,TRADE_COUNT,RECOVERY_TIME_TRADING_DAYS,TIME_UNDER_WATER
60/120/240,0.10000000,0.60000000,5,2022-01-28,2026-09-07,0.11641870,0.10906821,-0.09451938,1.10555374,1.53037475,1.23169134,-0.06016950,-0.03636140,0.06545058,0.15116445,0.49903093,0.10829905,25.00000000,284.00000000,0.87992832
60/120/240,0.10000000,0.60000000,10,2022-01-28,2026-09-07,0.11629779,0.10906162,-0.09453686,1.10458041,1.52889168,1.23018470,-0.06018098,-0.03650140,0.06536238,0.15106565,0.49903093,0.10829905,25.00000000,284.00000000,0.87992832
60/120/240,0.10000000,0.60000000,20,2022-01-28,2026-09-07,0.11605601,0.10904851,-0.09457181,1.10263259,1.52592530,1.22717342,-0.06020394,-0.03678134,0.06518600,0.15086807,0.49903093,0.10829905,25.00000000,284.00000000,0.87992832
60/120/240,0.10000000,0.70000000,5,2022-01-28,2026-09-07,0.11448205,0.11067776,-0.09459709,1.07475164,1.48641118,1.21020681,-0.06060275,-0.03951872,0.06379374,0.14904665,0.47423704,0.10291831,25.00000000,284.00000000,0.88351254
60/120/240,0.10000000,0.70000000,10,2022-01-28,2026-09-07,0.11436735,0.11066970,-0.09459709,1.07385393,1.48504215,1.20899431,-0.06060275,-0.03961821,0.06371555,0.14896076,0.47423704,0.10291831,25.00000000,284.00000000,0.88351254
60/120/240,0.10000000,0.70000000,20,2022-01-28,2026-09-07,0.11413797,0.11065364,-0.09463066,1.07205744,1.48230383,1.20614165,-0.06060275,-0.03981718,0.06355918,0.14878899,0.47423704,0.10291831,25.00000000,284.00000000,0.88351254
60/120/240,0.10000000,0.80000000,5,2022-01-28,2026-09-07,0.11466476,0.11247614,-0.09713430,1.06088096,1.46513195,1.18047650,-0.05916238,-0.04389815,0.06278091,0.14941346,0.40082285,0.08698606,19.00000000,287.00000000,0.88440860
60/120/240,0.10000000,0.80000000,10,2022-01-28,2026-09-07,0.11456780,0.11247003,-0.09718236,1.06012742,1.46399317,1.17889508,-0.05917337,-0.04396882,0.06271426,0.14933473,0.40082285,0.08698606,19.00000000,287.00000000,0.88530466
60/120/240,0.10000000,0.80000000,20,2022-01-28,2026-09-07,0.11437390,0.11245788,-0.09727846,1.05861951,1.46171544,1.17573717,-0.05919535,-0.04411016,0.06258095,0.14917728,0.40082285,0.08698606,19.00000000,287.00000000,0.88530466
60/120/240,0.12000000,0.60000000,5,2022-01-28,2026-09-07,0.11539157,0.10994000,-0.09552528,1.08895066,1.50459870,1.20796890,-0.06063207,-0.03719648,0.06447664,0.15030609,0.50882500,0.11042455,26.00000000,284.00000000,0.87992832
